field,split,mae,mape,f1_missing,precision_missing,recall_missing,iou_mean,iou_median,f1_macro,f1,mcc,f1_samples
sedi_linfonodi_otturatori,validation,,,,,,,,0.8108108108108107,0.6666666666666666,,
sedi_linfonodi_iliaci,validation,,,,,,,,0.8450565666502705,0.7368421052631579,,
sedi_linfonodi_altro,validation,,,,,,,,0.6785714285714286,0.42857142857142855,,
ore_inizio,test,0.8611111111111112,0.23487654320987655,0.7186147186147187,0.5416666666666666,0.7222222222222222,,,,,,
ore_fine,test,0.8888888888888888,0.09614197530864196,0.7186147186147187,0.5416666666666666,0.7222222222222222,,,,,,
spessore_parietale,test,0.0,0.0,0.9544817927170868,1.0,0.9615384615384616,,,,,,
estensione_cranio_caudale,test,0.0,0.0,0.9403122130394858,0.8,1.0,,,,,,
distanza_oai,test,0.8867924528301887,0.022727272727272728,0.7631441957313899,0.4166666666666667,1.0,,,,,,
linfonodi_sospetti,test,1.1384615384615384,0.2094017094017094,1.0,0.0,0.0,,,,,,
ore_iou,test,,,,,,0.6680402930402931,1.0,,,,
infiltrazione_sfinteri,test,,,,,,,,0.6505376344086021,0.3333333333333333,0.3250833076438486,
infiltrazione_organi_extra,test,,,,,,,,0.8266666666666667,0.72,0.6772940814205249,
coinvolgimento_riflessione_peritoneale,test,,,,,,,,1.0,1.0,1.0,
coinvolgimento_fascia_mesorettale,test,,,,,,,,0.9076704545454546,0.90625,0.8222448319434553,
numero_linfonodi_non_conosciuto,test,,,,,,,,0.5666666666666667,0.4,0.255242262492726,
depositi_tumorali,test,,,,,,,,0.9661634565330557,0.9411764705882353,0.9345021920672832,
emvi,test,,,,,,,,0.8905723905723906,0.8181818181818182,0.8017837257372731,
stadio_N,test,,,,,,,,0.7444968553459119,0.9056603773584906,0.5468992149771676,
mrf,test,,,,,,,,0.9076704545454546,0.90625,0.8222448319434553,
metastasi,test,,,,,,,,0.8163841807909604,0.6666666666666666,0.632768361581921,
morfologia,test,,,,,,,,0.7377220480668756,,0.5748721778791077,
riflessione_peritoneale_anteriore,test,,,,,,,,0.6434184184184183,,0.49945335059800944,
infiltrazione_tessuto_adiposo,test,,,,,,,,0.873040482342808,,0.7811709121403582,
stadio_T,test,,,,,,,,0.7698343685300207,,0.7031489121383212,
posizione,test,,,,,,,,0.9416666666666667,,,0.9507692307692308
posizione_basso,test,,,,,,,,0.9490196078431372,0.9333333333333333,,
posizione_medio,test,,,,,,,,0.9663561076604554,0.9761904761904762,,
posizione_alto,test,,,,,,,,1.0,1.0,,
posizione_giunzione,test,,,,,,,,0.924506387921022,0.8571428571428571,,
infiltrazione_organi_dettagli,test,,,,,,,,0.5971988795518208,,,0.11794871794871795
infiltrazione_organi_dettagli_muscolo_elevatore,test,,,,,,,,0.896,0.8,,
infiltrazione_organi_dettagli_pavimento_pelvico,test,,,,,,,,0.6225319396051103,0.2857142857142857,,
infiltrazione_organi_dettagli_altro,test,,,,,,,,0.8308172826652785,0.7058823529411765,,
sedi_linfonodi,test,,,,,,,,0.6026213276008078,,,0.5506959706959706
sedi_linfonodi_mesorettali,test,,,,,,,,0.6908033826638478,0.7906976744186046,,
sedi_linfonodi_rettali_superiori,test,,,,,,,,0.8225366095805411,0.7843137254901961,,
sedi_linfonodi_otturatori,test,,,,,,,,0.744429882044561,0.5714285714285714,,
sedi_linfonodi_iliaci,test,,,,,,,,0.736231884057971,0.5333333333333333,,
sedi_linfonodi_altro,test,,,,,,,,0.6505376344086021,0.3333333333333333,,
