field,split,mae,mape,f1_missing,precision_missing,recall_missing,f1_macro,f1,mcc,best_threshold,f1_samples
ore_inizio,validation,,,0.4056603773584906,0.8113207547169812,0.8113207547169812,,,,,
ore_inizio,test,0.0,0.0,0.4635482511588706,0.831858407079646,0.831858407079646,,,,,
ore_fine,validation,,,0.4056603773584906,0.8113207547169812,0.8113207547169812,,,,,
ore_fine,test,0.0,0.0,0.4635482511588706,0.831858407079646,0.831858407079646,,,,,
spessore_parietale,validation,9.75,0.4731060606060606,0.8157894736842105,0.9649122807017544,0.9649122807017544,,,,,
spessore_parietale,test,0.0,0.0,0.7969696969696969,0.9272727272727272,0.9272727272727272,,,,,
estensione_cranio_caudale,validation,38.5,0.7298432325437036,0.475,0.2,0.2,,,,,
estensione_cranio_caudale,test,35.94444444444444,0.6533390091704926,0.4779220779220779,0.22857142857142856,0.22857142857142856,,,,,
distanza_oai,validation,16.6,0.3676923076923077,0.18965952080706178,0.2153846153846154,0.2153846153846154,,,,,
distanza_oai,test,38.25,0.675,0.20824972129319957,0.18461538461538463,0.18461538461538463,,,,,
linfonodi_sospetti,validation,2.3968253968253967,0.10277777777777779,1.0,0.0,0.0,,,,,
linfonodi_sospetti,test,2.1641791044776117,0.246031746031746,1.0,0.0,0.0,,,,,
infiltrazione_sfinteri,validation,,,,,,0.65,0.3333333333333333,0.3,,
infiltrazione_sfinteri,test,,,,,,0.7254098360655737,0.5,0.4900218379501181,,
infiltrazione_organi_extra,validation,,,,,,0.6791171477079796,0.5161290322580645,0.35878044017939326,,
infiltrazione_organi_extra,test,,,,,,0.809116809116809,0.6923076923076923,0.6495629103822075,,
coinvolgimento_riflessione_peritoneale,validation,,,,,,0.5282505105513955,0.15384615384615385,0.2618174690443214,,
coinvolgimento_riflessione_peritoneale,test,,,,,,0.5214285714285715,0.14285714285714285,0.2508726030021272,,
coinvolgimento_fascia_mesorettale,validation,,,,,,0.6071428571428572,0.7380952380952381,0.2689571768199595,,
coinvolgimento_fascia_mesorettale,test,,,,,,0.6201814058956916,0.7959183673469388,0.3004968088995244,,
numero_linfonodi_non_conosciuto,validation,,,,,,0.5625,0.6666666666666666,0.15640360109335705,,
numero_linfonodi_non_conosciuto,test,,,,,,0.5491718426501035,0.717391304347826,0.15997393229785786,,
depositi_tumorali,validation,,,,,,0.4880919024936957,0.32558139534883723,0.30618621784789724,,
depositi_tumorali,test,,,,,,0.5455426356589147,0.4166666666666667,0.3659062037651616,,
emvi,validation,,,,,,0.8571428571428571,0.7619047619047619,0.7155834252375698,,
emvi,test,,,,,,0.884042921426099,0.8148148148148148,0.7763113326232493,,
stadio_N1c,validation,,,,,,0.13742393509127787,0.20588235294117646,0.06401843996644799,,
stadio_N1c,test,,,,,,0.14882032667876588,0.2631578947368421,0.051557352074145496,,
mrf,validation,,,,,,0.5460088691796009,0.4090909090909091,0.3651483716701107,,
mrf,test,,,,,,0.5037037037037037,0.4074074074074074,0.33111108633661995,,
metastasi,validation,,,,,,0.6591244466305952,0.42105263157894735,0.3269034435598927,,
metastasi,test,,,,,,0.4582210242587601,0.14285714285714285,-0.08243544327789365,,
